airport_name,link,title,author,author_country,date,content,experience_airport,date_visit,type_traveller,overall_rating,queuing_rating,terminal_cleanliness_rating,terminal_seating_rating,terminal_signs_rating,food_beverages_rating,airport_shopping_rating,wifi_connectivity_rating,airport_staff_rating,recommended
adelaide-airport,/airport-reviews/adelaide-airport,Adelaide Airport customer review,Neil Harvey,NA,2004-02-12,Adelaide International is like a big bus station with just 5 gates and no airbridges. It's quaint and friendly and beats big brother Melbourne hands down.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ahmedabad-airport,/airport-reviews/ahmedabad-airport,Ahmedabad Airport customer review,Marc Guillemard,France,2012-11-08,A small airport compared to Mumbai. Very recent and clean. For non Indian travellers be aware that without a print of your E-ticket you will not be allowed inside the airport! Once you are in everything runs smoothly queues are limited passport and luggage control is OK and you walk easily to your plane. Did not test food or drinks it's not the kind of airport where you need to be there hours in advance. All in all not a bad experience.,NA,NA,NA,7,4,4,NA,NA,NA,4,NA,NA,1
albuquerque-airport,/airport-reviews/albuquerque-airport,Albuquerque Airport customer review,T May,United States,2012-05-22,A shame ABQ doesn't have many flights other than Southwest because it is definitely the best airport in the Southwest. Good security fast baggage claim and no terminal transfers since they hold everything in one building which even blends into its surroundings. Food is a little pricey as well but otherwise it is harder to find a better airport.,NA,NA,NA,8,5,5,NA,NA,NA,5,NA,NA,1
albuquerque-airport,/airport-reviews/albuquerque-airport,Albuquerque Airport customer review,Steve Koenig,NA,2007-11-09,Mid-size fairly modern airport. Looked like free parking in front of the rental car building. Shuttles between the terminal and rental car building seemed to run quite often even at night. Decent selection of restaurants and shops for this size airport though security line area was typically chaotic.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
albuquerque-airport,/airport-reviews/albuquerque-airport,Albuquerque Airport customer review,Pedro Gil,NA,2005-11-30,The southwest decor makes this airport unique. Easy rental car return with shuttle bus drivers friendly and eager to hoist your luggage on and off the bus. Certainly airport concessions everywhere can be expensive but beware the snack bar directly ahead of you after security is extremely expensive. They wanted $7.00 for a coffee and danish !,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
albuquerque-airport,/airport-reviews/albuquerque-airport,Albuquerque Airport customer review,R Anderson,NA,2004-11-21,This is a good airport and one of the few I know of that offer free wireless Internet access. I found that while up in the observation area. One piece of advice. it is IMPOSSIBLE to find a gas station anywhere near the car rental building--which is not onsite and only gotten to via a bus from the terminal. If returning a car make sure to fill up your tank before taking the exit for the airport. I found this out the hard way.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
albuquerque-airport,/airport-reviews/albuquerque-airport,Albuquerque Airport customer review,George Santulli,NA,2004-07-18,What a delight is the Sunport at Albuquerque! A nice smallish airport but very nicely laid out and pretty in a southwestern motif. The walk from the gate to the baggage carousel is short and pleasant due to the shops and restaurants one passes along the way.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
albury-airport,/airport-reviews/albury-airport,Albury Airport customer review,C Tudehope,NA,2010-04-18,It's a gorgeous little country airport. The terminal only opened last October and it still has a new smell. There are no queues anywhere and in general all ground staff are friendly and laid back. There is no need to allow excess time because there will be no queues at checkin or at security-the largest planes into the airport only seat 78 people-and they aren't always full. There are lovely large windows with views over the tarmac runway and ranges in the distance (and if it's race day you can see the horses too). The cafe is good although a bit overpriced. It's interesting that whilst Virgin and Qantas passengers have to go through security Rex and Brindabella passengers don't. There are no issues to speak of in this small yet very pleasant airport.,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,0
algiers-airport,/airport-reviews/algiers-airport,Algiers Airport customer review,R Oussalah,Taiwan,2012-10-10,This is the first time in over a year I used this airport and I have to say that I am not disappointed. Its facilities are fair very clean pleasant to stroll through and spacious. The staff is pleasant and professional.,NA,NA,NA,7,4,5,NA,NA,NA,3,NA,NA,1
algiers-airport,/airport-reviews/algiers-airport,Algiers Airport customer review,R Oussalah,Italy,2011-01-19,"For departures Algiers new airport is fairly spacious functional and the staff is friendly. I might have been lucky but I found the police controls and security to go fairly quickly. Shops are limited but I found them sufficient also they are open very early and close late. The choice of restaurants is limited to 1 for each hall and they are of the same provider. They offer reasonable selections of light eating and drinking. On arrivals I find it inadequate to have to walk down stairs after coming off the plane. I did not see an elevator available. The wait for the luggage is too long. I was told it was due to the luggage scanner being undersized for the traffic. One important deficiency is the absence of English signs; they are all in French and Arabic only. A shame for a brand new ""International"" airport. Over all I was satisfied mainly due to efficiency at departure and the feeling of space which is lacking too often in aging European airports.",NA,NA,NA,4,5,5,NA,NA,NA,3,NA,NA,0
algiers-airport,/airport-reviews/algiers-airport,Algiers Airport customer review,S Farooq,NA,2007-04-03,Inbound no hassles and after claiming baggage was out quickly. The airport is nice clean and much better than many I've been to. Outbound no real hassles just that there were 8 passport checks in all ! some of the people checking were standing only meters from each other not sure whats the point of so many checks but on the plus side they were courteous and quick. A few well stocked duty free shops didnt get to check the prices.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
alicante-airport,/airport-reviews/alicante-airport,Alicante Airport customer review,Ian Waddell,United Kingdom,2013-10-23,My family uses Alicante airport about 6 times a year. We cannot see any obvious advantages in the new terminal over the older ones. OK the new terminal was conceived during boom times (and is far too large for current needs) but they obviously decided during construction work to cut the budgets and many of the finishes (loos being the biggest area) are cheaply done and showing wear already. The public address system is useless and they are clearly saving money by not using the air-conditioning as even in October the place was like an oven. The link from the terminal to the car parking/rental cars is a shambles and very poorly sign-posted - every new arrival who doesn't know the route is bewildered and gets lost. We never go during July and August but I shudder to think what it's like then.,NA,NA,NA,4,2,3,NA,NA,NA,3,NA,NA,1
alicante-airport,/airport-reviews/alicante-airport,Alicante Airport customer review,Owen Jones-Cruickshank,United Kingdom,2013-05-20,Quite an average airport considering how modern it is. Good check-in times quick queues at security. Not enough seating not enough shops but plenty of places to eat. Shops that were there were quite good pretty overpriced and concentrated in one place. Gate agents below par and air conditioning terrible!,NA,NA,NA,7,4,5,NA,NA,NA,3,NA,NA,1
