airline_name,link,title,author,author_country,date,content,lounge_name,airport,lounge_type,date_visit,type_traveller,overall_rating,comfort_rating,cleanliness_rating,bar_beverages_rating,catering_rating,washrooms_rating,wifi_connectivity_rating,staff_service_rating,recommended
bangkok-airways,/lounge-reviews/bangkok-airways,Bangkok Airways Blue Ribbon Business Class Lounge - Bangkok Suvarnabhumi Airport,D Keenan-Bokr,Germany,2012-02-08,The Blue Ribbon Lounge is located near departure gate 3. We were practically the only two persons in the lounge that day. We were greeted by a staff member who immediately brought us a small menu and took our drinks order. They have a selection of cold and hot snacks which you can help yourself to or order something warm from the menu. There is a massage chair tucked away in a room and another room with a small library and armchairs.,BANGKOK AIRWAYS BLUE RIBBON BUSINESS CLASS LOUNGE REVIEW,Bangkok Suvarnabhumi Airport,Business Class,NA,NA,4,4,5,4,4,4,0,4,1
bangkok-airways,/lounge-reviews/bangkok-airways,Bangkok Airways Blue Ribbon Business Class Lounge - Koh Samui Airport,D Keenan-Bokr,Germany,2012-02-08,Located near Gate 3. This is a lovely lounge painted bright blue and white. It overlooks the beautiful manicured gardens of the airport. We were greeted warmly and given a cold drink. The staff brought us a menu from which we ordered a hot meal. There is a selection of cold and warm snacks which is self service. There is free internet and the lounge has approx 6 computers. There are no toilets within the lounge itself but outside the lounge near Gate 3. They are clean and tidy and have aquariums with tropical fish incorporated into the walls. The staff kept us up to date the whole time about our flight delay and came to personally collect us when the flight was ready for boarding. A very nice experience and can recommend.,BANGKOK AIRWAYS BLUE RIBBON BUSINESS CLASS LOUNGE REVIEW,Koh Samui Airport,Business Class,NA,NA,5,5,5,5,5,5,5,5,1
bmi-british-midland-international,/lounge-reviews/bmi-british-midland-international,Bmi British Midland Business Class International Lounge - London Heathrow Airport,N Werner,Switzerland,2012-02-27,Flying on LX grants you access to The Great British Lounge at T1 for international departures. The lounge has great views of the airport and whilst visiting during breakfast had a nice and good selection of dishes available from cold to warm breakfast items. Lounge was very busy but there were still some seats available. Design is nice modern but also classic and typically British. Service was efficient but not really welcoming. The washrooms are terrible though. They looked very used and also seemed dirty. It is a good lounge and I hope that it will be kept in the future.,BMI BRITISH MIDLAND BUSINESS CLASS INTERNATIONAL LOUNGE,London Heathrow Airport,Business Class,NA,NA,4,4,4,4,4,2,4,3,1
british-airways,/lounge-reviews/british-airways,Galleries Lounge  - Dubai Airport,J Clark,United Kingdom,2015-05-29,Quite a tight little lounge however adequate. I was the first in for the 9.20 flight to LHR. Nice selection of breakfast foods and drink. Papers and magazines all in order. The wifi was a bit slow and dropped quite frequently. Interestingly there were quite a few birds yes birds in the lounge that made it feel quite exotic. Obviously not a feature but watching the sing and fly around my head did make me smile. The lounge was between gates 22 and 26 and our gate was 11. Which did mean a bit of a schlep to the gate!,GALLERIES LOUNGE,Dubai Airport,Business Class,NA,NA,4,5,4,4,4,3,3,4,1
brussels-airlines,/lounge-reviews/brussels-airlines,Brussels Airlines Business Class Lounge - Brussels Zaventem Airport,D Thomas,Switzerland,2015-05-09,Newly renovated large light nice view on the tarmac good food and beer on tap plenty of amenities. Definitely above most european / short haul lounges.,BRUSSELS AIRLINES BUSINESS CLASS LOUNGE REVIEW,Brussels Zaventem Airport,Business Class,NA,NA,5,5,4,5,5,5,4,4,1
cathay-pacific-airways,/lounge-reviews/cathay-pacific-airways,Cathay Pacific Business Class Lounge - Bangkok Suvarnabhumi Airport,T Patrick,Hong Kong,2015-04-02,Too busy and small. Lounge used by a variety if other airlines hardly any seats and food drink not so good. I often don't bother. Considering there are so many flights from BKK to HKG I think a bigger lounge needed. Stop messing around with a first class lounge and just make a better one for everyone.,CATHAY PACIFIC BUSINESS CLASS LOUNGE REVIEW,Bangkok Suvarnabhumi Airport,Business Class,NA,NA,3,3,3,3,2,1,4,3,0
cathay-pacific-airways,/lounge-reviews/cathay-pacific-airways,Cathay Pacific Business Class Lounge - Bangkok Suvarnabhumi Airport,T Patrick,Hong Kong,2015-01-27,Tiny room. Lots of flights from BKK to HKG so already busy really not much there. Also other airlines use it. They really need a bigger one considering the amount of daily flights. Not much food to choose from.,CATHAY PACIFIC BUSINESS CLASS LOUNGE REVIEW,Bangkok Suvarnabhumi Airport,Business Class,NA,NA,3,3,4,3,3,1,4,2,0
british-airways,/lounge-reviews/british-airways,British Airways Business Class Lounge - Rome Fiumicino Airport,A Matthews,United Kingdom,2014-10-04,This lounge is outdated needs a total refurb! I would be less than impressed if I had paid club prices for the experience. Furniture old staff rude drink and food selection exceptionally poor. You have to share a bottle of coke and the glasses are filthy and scratched and no wifi!,BRITISH AIRWAYS BUSINESS CLASS LOUNGE REVIEW,Rome Fiumicino Airport,Business Class,NA,NA,1,1,1,1,1,1,1,1,0
cathay-pacific-airways,/lounge-reviews/cathay-pacific-airways,Cathay Pacific First & Business Class Lounge - Hong Kong Airport,T Patrick,Hong Kong,2013-11-22,Agreed with comment made by Michael before considering the amount of BKK-HKG flights the lounge could really be improved. Small food and drink selection nice seating areas and it's quiet though. Hard to find. The Emirates lounge here and even the priority pass one next door are superior. Toilets are outside and there's loads of room to have one inside.,CATHAY PACIFIC FIRST & BUSINESS CLASS LOUNGE REVIEW,Hong Kong Airport,Business Class,NA,NA,4,5,4,4,3,1,5,3,0
cathay-pacific-airways,/lounge-reviews/cathay-pacific-airways,Cathay Pacific First Class Lounge - Hong Kong Airport,Y Ren,Australia,2012-11-07,I heard HK CX first lounge has been renovated but was disappointed. It was still under renovation Entrance staff at ground floor was rude particular the male staff. They treated different passenger differently as well. If you could stay there for a while observing the differences between passengers you will understand where I am coming from. Depends on the time you might be lucky to find a seat. Food at noodle bar is terrible I had some fried dumplings - it was not really cooked some parts still raw. Very limited food option tired staff working at lounge. It cannot compare with QF first lounge in Sydney not even match QF business lounge. Poor service poor quality of food limited space what else left with this lounge?,CATHAY PACIFIC FIRST CLASS LOUNGE REVIEW,Hong Kong Airport,First Class,NA,NA,2,2,2,3,1,3,3,1,0
british-airways,/lounge-reviews/british-airways,British Airways Terraces Lounge - London Gatwick Airport,R Vines,United Kingdom,2014-08-21,This lounge is generally OK but it wasn't when I arrived late morning on Sunday. It was overcrowded overheated and unpleasant. Most newspapers were unavailable. Having paid hundreds of pounds extra to fly Business on holiday I left immediately and ended up in a Cafe Rouge. I realize that lounges get busy at certain times of day but I don't understand why conditions need to be worse than at your average Starbucks or even (on this occasion) Café Rouge. I suggested to BA that they give me a refund. They said they valued my loyalty but no. Oh well. Fortunately the flight was good but I am assuming lounges are taken into consideration when evaluating airlines for stars and recent lounge experiences have made me wonder if BA's four stars might be too generous.,BRITISH AIRWAYS TERRACES LOUNGE REVIEW,London Gatwick Airport,NA,NA,NA,2,2,2,2,1,2,2,2,0
british-airways,/lounge-reviews/british-airways,British Airways Concorde Lounge - London Heathrow Airport,P Alderson,United Kingdom,2014-08-12,I was allowed access as I had just travelled to Heathrow with BA in First. My excitement at being allowed into this hallowed space was short lived. It looked congested and untidy. The service for anything from a full meal to a glass of water is waiter only. Empty glasses and used plates were waiting to be cleared from a lot of the tables. As I had only recently eaten on the inbound flight I did not bother to order any food but still tried one of the booths in the dining area which seemed reasonably comfortable and private. I moved to sit 'outside' on the balcony overlooking the departures area as it felt less claustrophobic. After waiting 10 minutes for a coffee I quickly drank it and went to the First/Gold lounge which had a more comfortable and relaxing ambience.,BRITISH AIRWAYS CONCORDE LOUNGE REVIEW,London Heathrow Airport,NA,NA,NA,3,2,2,4,4,4,4,2,0
china-eastern-airlines,/lounge-reviews/china-eastern-airlines,China Eastern Airlines First Class Lounge - Shanghai Pudong Airport,E Agamennone,China,2013-03-20,I had just become an Eastern Miles Golden Member but did not have the card with me yet. I asked the girl at the entrance of the lounge to let my 5-month pregnant wife to enter the lounge with me (something I was entitled to as Golden Member) also considering there were only 20 minutes left before boarding. The staff refused saying they wanted to see the card. I therefore entered the lounge alone: packed as usual (for Chinese it is extremely easy to join the lounge through their credit card membership) some average noodles sandwiches and fruit. I expressly asked the staff to let me know if the gate changed (it happens frequently in China) and they did not do that. Overall the standard terrible China Eastern's service.,CHINA EASTERN AIRLINES FIRST CLASS LOUNGE REVIEW,Shanghai Pudong Airport,First Class,NA,NA,2,2,3,3,1,3,3,1,0
british-airways,/lounge-reviews/british-airways,British Airways Galleries Business Class Lounge - Geneva Airport,J Henson,United Kingdom,2014-05-28,I visited this lounge on 24 May 2014. Warm and pleasant welcome on arrival to the lounge. The main lounge is effectively a rectangle with a small annex to one side with some additional seating and tables. Decent selection of English and French language newspapers but a more limited selection of magazines. Wifi worked well - it was easy to connect and I was pleased with the speed. The lounge was relatively quiet when I visited and had a pleasant quiet atmosphere. A menu was available on the food counter but the food selection is fairly limited - all cold food with some meat and some cheese sandwiches available along with nuts crisps cakes fruit and biscuits - I personally thought that although the selection was limited this was satisfactory given that it is a short haul outpost language. Luggage storage available. Toilet located outside lounge. Overall a pleasant (albeit not amazing) place to spend an hour before a flight.,BRITISH AIRWAYS GALLERIES BUSINESS CLASS LOUNGE REVIEW,Geneva Airport,Business Class,NA,NA,4,4,4,4,3,3,4,4,1
british-airways,/lounge-reviews/british-airways,British Airways Galleries First & Business Class Lounge - Newark Airport,R King,United Kingdom,2014-02-07,Spotlessly clean relaxing and fantastic views of airside and runway. Service by staff very friendly and welcoming. There is storage for your luggage if you want to dump everything and relax or walkabout (though Newark airport has few shops/duty-free). Lounge only has 1 shower. The food really was amazing. Worth getting to the airport early enough to eat.,BRITISH AIRWAYS GALLERIES FIRST & BUSINESS CLASS LOUNGE REVIEW,Newark Airport,Business Class,NA,NA,5,5,5,5,5,4,5,5,1
